end_of_week,EUR,GBP,USD,AUD,CAD,CNY,HKD,INR,IDR,JPY,KRW,MYR,TWD,NZD,PHP,QAR,SAR,CHF,THB,AED,VND
2008-01-04,2.1139,2.8274,1.434,1.2602,1.4504,19.71,18.38,3.6475,0.015222,1.3141,0.1531,43.67,4.4209,1.1045,3.4959,39.39,38.23,1.2904,4.2851,39.04,0.008967
2008-01-11,2.1152,2.8028,1.4282,1.2774,1.4136,19.66,18.3,3.6341,0.015185,1.3076,0.1525,43.86,4.3965,1.1181,3.5188,39.23,38.08,1.2972,4.3076,38.88,0.008932
2008-01-18,2.1064,2.8337,1.4388,1.2581,1.3984,19.85,18.43,3.6587,0.015182,1.3439,0.1518,43.84,4.4541,1.0962,3.505,39.51,38.37,1.3042,4.3534,39.17,0.008999
2008-01-25,2.1004,2.814,1.4231,1.2579,1.4149,19.74,18.22,3.6151,0.015237,1.3278,0.1504,43.89,4.4058,1.0982,3.4816,39.08,37.95,1.3078,4.3046,38.75,0.008904
2008-02-01,2.1066,2.821,1.4164,1.2708,1.4137,19.72,18.17,3.599,0.015396,1.332,0.1501,43.78,4.4233,1.116,3.4964,38.92,37.79,1.3094,4.2999,38.58,0.00887
2008-02-06,2.0779,2.7895,1.4194,1.2726,1.4088,19.74,18.2,3.5798,0.01537,1.3314,0.1504,43.92,4.4353,1.1103,3.4948,39.01,37.85,1.2926,4.3123,38.65,0.008893
2008-02-15,2.0697,2.7843,1.4142,1.2763,1.4148,19.69,18.13,3.569,0.015405,1.3113,0.1495,43.78,4.4586,1.1099,3.4577,38.88,37.71,1.2887,4.338,38.51,0.008861
2008-02-22,2.0844,2.7684,1.4077,1.2942,1.3916,19.71,18.05,3.5241,0.015339,1.31,0.1482,43.75,4.4953,1.1286,3.4583,38.7,37.54,1.2906,4.3495,38.33,0.008828
2008-02-29,2.1141,2.7692,1.3929,1.3185,1.4245,19.57,17.91,3.4875,0.01537,1.3292,0.1485,43.68,4.5325,1.1355,3.4431,38.31,37.2,1.3314,4.3617,37.93,0.008743
2008-03-07,2.1325,2.7885,1.3866,1.2875,1.4077,19.51,17.81,3.4258,0.015305,1.3494,0.1448,43.69,4.509,1.1021,3.3989,38.12,36.99,1.3561,4.3928,37.76,0.008714
2008-03-14,2.1573,2.8078,1.3828,1.3036,1.4061,19.51,17.77,3.4088,0.01495,1.3774,0.1393,43.64,4.5023,1.1275,3.3288,38.03,36.95,1.3678,4.401,37.66,0.008717
2008-03-20,2.1625,2.7456,1.3866,1.2696,1.3665,19.66,17.83,3.4343,0.015096,1.3972,0.1367,43.63,4.51,1.1111,3.3432,38.13,36.98,1.3852,4.4336,37.76,0.008754
2008-03-28,2.1809,2.7717,1.3809,1.2722,1.3582,19.69,17.75,3.4449,0.014985,1.3851,0.1392,43.05,4.5484,1.1115,3.3008,37.95,36.81,1.3906,4.3901,37.6,0.008569
2008-04-04,2.167,2.7604,1.3842,1.2628,1.3761,19.72,17.77,3.4594,0.015013,1.3487,0.1422,43.34,4.551,1.0838,3.3174,38.04,36.91,1.3668,4.3697,37.69,0.00859
2008-04-11,2.1429,2.6835,1.3586,1.2666,1.3351,19.41,17.44,3.4036,0.014788,1.332,0.1393,43.1,4.489,1.0847,3.2627,37.34,36.22,1.3494,4.2953,36.99,0.00843
2008-04-18,2.1506,2.6911,1.3525,1.2678,1.3411,19.35,17.35,3.4059,0.014713,1.3215,0.1349,42.98,4.4663,1.0706,3.2245,37.16,36.06,1.3455,4.3024,36.83,0.008393
2008-04-25,2.1314,2.6817,1.3581,1.2776,1.3396,19.42,17.43,3.3792,0.014724,1.3026,0.1363,43.12,4.4772,1.0698,3.2282,37.31,36.21,1.3126,4.2944,36.98,0.008426
2008-05-02,2.1047,2.6909,1.3622,1.2694,1.3365,19.49,17.47,3.3562,0.014749,1.3011,0.1346,43.07,4.4712,1.0579,3.2177,37.41,36.32,1.2987,4.2958,37.09,0.008446
2008-05-09,2.1144,2.6855,1.373,1.291,1.3543,19.61,17.61,3.2914,0.014835,1.3267,0.1308,42.79,4.4587,1.0597,3.224,37.72,36.61,1.3087,4.3,37.38,0.008504
2008-05-16,2.1274,2.6778,1.375,1.2976,1.3734,19.67,17.63,3.2262,0.014793,1.3135,0.1318,42.26,4.4799,1.05,3.2152,37.77,36.66,1.3023,4.2478,37.44,0.008504
2008-05-23,2.1421,2.6952,1.3616,1.304,1.38,19.61,17.45,3.1787,0.014581,1.3084,0.1302,42.33,4.4684,1.0697,3.1355,37.4,36.3,1.3212,4.2464,37.07,0.008405
2008-05-30,2.1184,2.6977,1.3651,1.3044,1.3801,19.66,17.49,3.2075,0.014647,1.2944,0.133,42.09,4.4885,1.0656,3.1184,37.49,36.4,1.3018,4.2055,37.17,0.008403
2008-06-06,2.1293,2.6764,1.3665,1.3112,1.3437,19.74,17.5,3.1916,0.014649,1.2876,0.1335,41.94,4.5045,1.0484,3.093,37.54,36.44,1.3152,4.1447,37.2,0.008392
2008-06-13,2.1303,2.6859,1.3785,1.2947,1.3479,19.97,17.65,3.217,0.014792,1.2788,0.1332,42.1,4.5341,1.0326,3.1082,37.86,36.76,1.3245,4.159,37.53,0.008299
2008-06-20,2.121,2.6947,1.3673,1.2995,1.347,19.87,17.52,3.1827,0.014728,1.2672,0.1331,41.96,4.504,1.0408,3.0816,37.55,36.46,1.3106,4.0803,37.23,0.008231
2008-06-27,2.1469,2.7104,1.3646,1.307,1.3484,19.89,17.49,3.1835,0.014808,1.2745,0.1305,41.79,4.4882,1.0335,3.0769,37.48,36.39,1.3317,4.0643,37.15,0.008102
2008-07-04,2.1389,2.7004,1.3609,1.308,1.3383,19.84,17.45,3.1466,0.01476,1.2754,0.1297,41.65,4.4749,1.029,2.9903,37.38,36.29,1.3269,4.0721,37.05,0.008078
2008-07-11,2.1483,2.6913,1.3602,1.3069,1.3474,19.9,17.43,3.1636,0.014844,1.2713,0.136,41.9,4.4707,1.032,2.9676,37.35,36.27,1.3244,4.038,37.03,0.008076
2008-07-18,2.1439,2.7028,1.3529,1.3146,1.3448,19.84,17.35,3.1688,0.014785,1.2717,0.1337,41.7,4.4593,1.0328,3.0412,37.16,36.08,1.3249,4.0476,36.83,0.008067
2008-07-25,2.1354,2.7031,1.3611,1.3033,1.3403,19.95,17.45,3.2155,0.014891,1.2724,0.1351,41.83,4.4728,1.0105,3.0874,37.39,36.3,1.3148,4.0703,37.06,0.008114
2008-08-01,2.1323,2.7152,1.3695,1.2829,1.3366,20.02,17.55,3.222,0.015082,1.2718,0.135,41.99,4.4675,0.998,3.1002,37.62,36.52,1.3058,4.0826,37.28,0.008171
2008-08-08,2.1281,2.6992,1.3986,1.2499,1.3244,20.38,17.91,3.313,0.015275,1.2745,0.1362,42.43,4.507,0.9803,3.1546,38.42,37.29,1.3077,4.1545,38.08,0.008456
2008-08-15,2.0892,2.6373,1.4139,1.2237,1.3257,20.59,18.1,3.312,0.015377,1.2842,0.136,42.31,4.5091,0.9875,3.1229,38.84,37.7,1.289,4.1862,38.49,0.00852
2008-08-22,2.0904,2.6357,1.4061,1.2331,1.3458,20.59,18.01,3.2361,0.015367,1.2902,0.1337,42.09,4.4859,1.0094,3.0802,38.62,37.49,1.2906,4.1472,38.28,0.00847
2008-08-29,2.0876,2.5933,1.416,1.2238,1.347,20.71,18.14,3.2362,0.015472,1.2978,0.1302,41.75,4.4915,0.9969,3.0846,38.9,37.76,1.2932,4.1422,38.55,0.008569
2008-09-05,2.051,2.5252,1.4364,1.1737,1.3454,21.0,18.4,3.2304,0.015387,1.3453,0.1283,41.54,4.5035,0.9572,3.065,39.46,38.3,1.2934,4.1569,39.11,0.008658
2008-09-12,2.0133,2.5289,1.438,1.1541,1.3382,21.01,18.44,3.1463,0.015209,1.3429,0.1295,41.59,4.4851,0.9399,3.0592,39.5,38.34,1.2658,4.1375,39.15,0.008668
2008-09-19,2.039,2.5902,1.4348,1.1661,1.3499,20.99,18.43,3.0966,0.015308,1.3409,0.126,41.44,4.4568,0.9689,3.0753,39.41,38.26,1.2843,4.1972,39.06,0.008571
2008-09-26,2.0867,2.622,1.4222,1.1885,1.3765,20.82,18.28,3.0757,0.015178,1.3437,0.1228,41.43,4.4401,0.9773,3.0523,39.05,37.85,1.312,4.1879,38.72,0.008573
2008-10-03,2.0052,2.5609,1.4484,1.1283,1.3435,21.16,18.64,3.0729,0.015359,1.3781,0.1184,41.67,4.5025,0.9591,3.0693,39.77,38.55,1.2794,4.2388,39.43,0.008731
2008-10-10,2.0084,2.5134,1.4823,0.9817,1.2766,21.7,19.09,3.0231,0.015191,1.4999,0.1063,42.21,4.5687,0.8818,3.1007,40.7,39.42,1.3202,4.3096,40.35,0.00894
2008-10-17,1.9906,2.5629,1.4787,1.0259,1.2537,21.64,19.06,3.0398,0.015089,1.4558,0.1095,41.95,4.5406,0.9135,3.0803,40.61,39.23,1.3001,4.3136,40.26,0.008902
2008-10-24,1.9206,2.4155,1.5035,0.9839,1.1977,21.98,19.39,3.0106,0.015037,1.5642,0.104,42.03,4.5008,0.8779,3.0721,41.3,40.08,1.2859,4.3335,40.93,0.008929
2008-10-31,1.9017,2.4249,1.4807,0.998,1.2219,21.65,19.1,2.994,0.013492,1.5029,0.1157,41.56,4.5149,0.8709,3.0245,40.68,39.48,1.2995,4.2276,40.31,0.008801
2008-11-07,1.9032,2.342,1.4935,0.9966,1.2471,21.88,19.27,3.1327,0.013425,1.5338,0.1146,42.02,4.5531,0.8759,3.0598,41.01,39.82,1.2687,4.2629,40.66,0.008804
2008-11-14,1.9323,2.2532,1.5113,0.9973,1.2432,22.13,19.5,3.0733,0.012808,1.5556,0.1086,42.08,4.5704,0.8555,3.0674,41.5,40.28,1.275,4.3192,41.14,0.008897
2008-11-21,1.9107,2.2624,1.5327,0.9474,1.1869,22.42,19.78,3.0417,0.012615,1.624,0.1012,42.24,4.5807,0.8114,3.064,42.09,40.85,1.2494,4.3493,41.73,0.00903
2008-11-28,1.9441,2.3202,1.5072,0.9883,1.2204,22.06,19.45,3.0286,0.012379,1.5818,0.1033,41.66,4.5224,0.8314,3.085,41.39,40.18,1.2555,4.2498,41.03,0.00888
2008-12-05,1.9456,2.2371,1.5238,0.9833,1.1935,22.15,19.66,3.0617,0.012805,1.6468,0.1026,41.89,4.5505,0.8134,3.0859,41.84,40.62,1.2706,4.2618,41.49,0.008974
2008-12-12,1.9941,2.2462,1.4898,0.9879,1.2098,21.77,19.22,3.0547,0.013467,1.6429,0.1099,41.97,4.4771,0.8198,3.106,40.9,39.71,1.2646,4.2554,40.56,0.008774
2008-12-19,2.0677,2.1949,1.4478,1.0004,1.202,21.18,18.68,3.0719,0.013162,1.6232,0.1125,41.75,4.4496,0.8433,3.086,39.75,38.59,1.3439,4.1935,39.42,0.008522
2008-12-26,2.0275,2.1322,1.4433,0.9868,1.1845,21.11,18.62,3.0176,0.013003,1.5953,0.1121,41.48,4.3741,0.8298,3.0321,39.63,38.45,1.3401,4.1326,39.3,0.008261
2009-01-02,2.0174,2.1292,1.4525,1.0106,1.1894,21.29,18.74,2.9625,0.013326,1.5957,0.1097,41.84,4.4259,0.8409,3.0515,39.88,38.7,1.3553,4.1679,39.54,0.008309
2009-01-09,2.0182,2.2448,1.4785,1.0463,1.2469,21.63,19.05,3.0094,0.013404,1.6196,0.1112,41.74,4.4654,0.8751,3.1321,40.61,39.42,1.3488,4.2431,40.25,0.00846
2009-01-16,1.9713,2.1997,1.489,1.0039,1.1961,21.78,19.19,3.0475,0.013339,1.6498,0.1083,41.59,4.4657,0.8139,3.152,40.89,39.7,1.3336,4.2738,40.53,0.008526
2009-01-23,1.9486,2.0769,1.5046,0.9842,1.1978,21.99,19.39,3.0575,0.013321,1.6912,0.1082,41.52,4.4765,0.7956,3.1806,41.31,40.12,1.2995,4.3093,40.96,0.008611
2009-01-30,1.9447,2.141,1.5082,0.9707,1.2269,22.05,19.45,3.0711,0.013282,1.6879,0.1091,41.79,4.4787,0.7669,3.185,41.41,40.19,1.3052,4.3184,41.06,0.008629
2009-02-06,1.9269,2.2014,1.5066,0.982,1.2189,22.04,19.43,3.0917,0.012795,1.6576,0.1093,41.76,4.4768,0.7726,3.1903,41.38,40.16,1.2849,4.3021,41.02,0.008618
2009-02-13,1.9506,2.1702,1.5079,0.9934,1.2165,22.07,19.45,3.0941,0.012738,1.6555,0.1076,41.7,4.4345,0.7909,3.1994,41.4,40.2,1.3031,4.2887,41.05,0.008625
2009-02-20,1.9355,2.1838,1.5343,0.9807,1.2189,22.45,19.79,3.0803,0.012799,1.6299,0.1022,41.81,4.4092,0.7727,3.1842,42.13,40.91,1.3017,4.2984,41.77,0.008777
2009-02-27,1.9599,2.1998,1.5412,0.9939,1.2278,22.53,19.88,3.0434,0.012854,1.5803,0.1013,41.74,4.4119,0.7794,3.1657,42.32,41.09,1.3224,4.2775,41.96,0.008817
2009-03-06,1.9495,2.1977,1.5502,0.9946,1.2061,22.67,19.99,2.999,0.012846,1.5786,0.0996,41.67,4.4445,0.7777,3.1848,42.58,41.33,1.3321,4.2853,42.2,0.00887
2009-03-13,1.989,2.1423,1.539,1.0062,1.2039,22.51,19.85,2.9779,0.012838,1.5757,0.1035,41.65,4.4654,0.8003,3.1712,42.27,41.03,1.2926,4.2774,41.9,0.008803
2009-03-20,2.0626,2.1879,1.5094,1.038,1.2166,22.11,19.47,3.0122,0.012748,1.5964,0.1081,41.4,4.4676,0.8416,3.1265,41.46,40.25,1.3454,4.2632,41.09,0.008631
2009-03-27,2.0442,2.1807,1.5065,1.0549,1.2276,22.05,19.44,3.0004,0.0131,1.5326,0.1125,41.66,4.4632,0.8674,3.1271,41.42,40.17,1.3404,4.2683,41.01,0.008468
2009-04-03,2.0236,2.2176,1.5052,1.0764,1.2133,22.03,19.42,3.0264,0.013186,1.5101,0.1116,41.96,4.5132,0.8805,3.1322,41.34,40.13,1.3259,4.264,40.98,0.008463
2009-04-09,2.0086,2.2286,1.5142,1.0746,1.2248,22.15,19.54,3.0266,0.013376,1.5161,0.1133,41.87,4.4854,0.8782,3.1612,41.6,40.38,1.3182,4.2768,41.22,0.008517
2009-04-17,1.9658,2.2296,1.4975,1.0786,1.236,21.92,19.32,3.0101,0.013989,1.5068,0.1129,41.57,4.4311,0.8579,3.1365,41.13,39.93,1.2998,4.2272,40.77,0.008421
2009-04-24,1.9674,2.1943,1.4962,1.0689,1.2222,21.92,19.31,2.9936,0.013831,1.5369,0.1116,41.62,4.4417,0.8433,3.0821,41.1,39.9,1.3005,4.2212,40.73,0.008415
2009-04-30,1.969,2.1925,1.4788,1.0751,1.2357,21.67,19.08,2.9775,0.013872,1.5187,0.1145,41.55,4.4636,0.8367,3.0573,40.63,39.43,1.3058,4.1892,40.26,0.008316
2009-05-08,1.966,2.2056,1.4701,1.107,1.2547,21.55,18.97,2.9771,0.014136,1.4838,0.1167,41.62,4.4449,0.8706,3.1018,40.38,39.2,1.2995,4.2153,40.02,0.008267
2009-05-15,1.9968,2.2307,1.4646,1.1118,1.2504,21.46,18.9,2.9516,0.014079,1.5257,0.1166,41.32,4.4545,0.8678,3.0756,40.27,39.05,1.3253,4.244,39.87,0.008243
2009-05-22,2.0148,2.2937,1.4467,1.1274,1.2761,21.2,18.66,3.0738,0.014085,1.5365,0.1166,41.38,4.4317,0.889,3.0748,39.74,38.58,1.3259,4.2153,39.4,0.008138
2009-05-29,2.0284,2.3153,1.4505,1.1421,1.305,21.24,18.71,3.0534,0.014035,1.5058,0.1151,41.35,4.4501,0.908,3.054,39.85,38.68,1.3419,4.219,39.5,0.008161
2009-06-05,2.0532,2.3313,1.4456,1.162,1.3163,21.16,18.65,3.0695,0.014442,1.4937,0.1162,41.34,4.4401,0.919,3.0575,39.72,38.55,1.3541,4.2325,39.36,0.008126
2009-06-12,2.0421,2.3972,1.4487,1.1798,1.3076,21.2,18.69,3.0515,0.014365,1.4819,0.1157,41.32,4.4262,0.9317,3.0403,39.8,38.63,1.3525,4.2496,39.45,0.008147
2009-06-19,2.0279,2.3804,1.4569,1.1662,1.2874,21.31,18.8,3.0264,0.013975,1.5083,0.1148,41.2,4.4331,0.9313,3.0067,40.04,38.86,1.343,4.2668,39.79,0.008185
2009-06-26,2.0434,2.3907,1.4552,1.1733,1.2631,21.29,18.78,2.9982,0.014316,1.5171,0.1127,41.14,4.4177,0.9371,3.0131,39.98,38.8,1.3337,4.27,39.63,0.008175
2009-07-03,2.0296,2.3765,1.4514,1.1556,1.2506,21.24,18.73,3.0153,0.014174,1.5126,0.114,41.17,4.4098,0.9141,3.0109,39.86,38.7,1.3361,4.2569,39.52,0.008154
2009-07-10,2.0388,2.3808,1.4588,1.1405,1.2564,21.35,18.82,3.0026,0.014379,1.57,0.1142,40.84,4.4226,0.9185,3.0303,40.06,38.9,1.3481,4.2805,39.72,0.008193
2009-07-17,2.051,2.3803,1.4532,1.162,1.2994,21.27,18.75,2.9828,0.014296,1.5529,0.1152,40.65,4.412,0.9356,3.0243,39.91,38.75,1.3512,4.266,39.56,0.008161
2009-07-24,2.044,2.3797,1.4433,1.1751,1.3223,21.12,18.62,2.982,0.014433,1.5252,0.1158,40.8,4.4006,0.9449,2.9994,39.63,38.48,1.3437,4.2444,39.29,0.008103
2009-07-31,2.0361,2.3815,1.4408,1.1941,1.334,21.09,18.59,2.9889,0.014513,1.5114,0.117,40.94,4.3984,0.9453,2.9976,39.57,38.42,1.3284,4.2358,39.23,0.008089
2009-08-07,2.0625,2.4086,1.4361,1.2032,1.3331,21.02,18.53,3.0009,0.014477,1.5065,0.1171,41.0,4.3857,0.9639,3.0035,39.43,38.29,1.3491,4.2269,39.1,0.008062
2009-08-14,2.058,2.3902,1.4423,1.2148,1.3261,21.11,18.61,2.9871,0.01451,1.5155,0.1166,41.02,4.386,0.9795,3.0051,39.61,38.46,1.3462,4.2377,39.27,0.008095
2009-08-21,2.0554,2.3759,1.4438,1.1906,1.3217,21.13,18.63,2.9583,0.014402,1.5415,0.1152,40.91,4.3841,0.9725,2.9936,39.65,38.51,1.3571,4.2434,39.31,0.008106
2009-08-28,2.0713,2.3469,1.4429,1.2103,1.325,21.12,18.61,2.9534,0.014286,1.5402,0.1159,40.92,4.3905,0.9903,2.9556,39.63,38.47,1.3629,4.2413,39.28,0.008098
2009-09-04,2.0543,2.353,1.4415,1.211,1.3076,21.1,18.6,2.9469,0.014237,1.5561,0.116,40.83,4.3803,0.9799,2.9606,39.59,38.44,1.3563,4.2335,39.25,0.008088
2009-09-11,2.0764,2.375,1.4224,1.2288,1.3217,20.83,18.35,2.9367,0.014339,1.5562,0.1164,40.76,4.3587,1.0011,2.9455,39.06,37.93,1.371,4.1878,38.72,0.007979
2009-09-18,2.0832,2.3194,1.4155,1.2321,1.3251,20.73,18.26,2.9376,0.014582,1.5517,0.1173,40.69,4.3657,1.0051,2.9712,38.87,37.74,1.3735,4.1972,38.54,0.007937
2009-09-25,2.0784,2.263,1.4186,1.2268,1.3015,20.77,18.3,2.9428,0.014613,1.5632,0.1186,40.81,4.3735,1.0143,2.9963,38.96,37.83,1.3773,4.2158,38.62,0.007953
2009-10-02,2.0569,2.2518,1.4141,1.2301,1.304,20.71,18.25,2.9689,0.014658,1.5831,0.1204,40.72,4.3794,1.0073,3.0087,38.83,37.71,1.3588,4.2199,38.5,0.007925
2009-10-09,2.0494,2.2302,1.3918,1.2585,1.3201,20.39,17.96,3.0044,0.014744,1.5614,0.1193,41.06,4.3202,1.0295,2.9896,38.24,37.11,1.35,4.1764,37.89,0.007798
2009-10-16,2.0736,2.2735,1.3884,1.2829,1.3464,20.34,17.91,3.0006,0.014833,1.5303,0.1199,41.27,4.3036,1.0369,2.9916,38.13,37.02,1.3675,4.1544,37.8,0.007777
2009-10-23,2.0932,2.3175,1.3928,1.2931,1.3295,20.4,17.97,2.9975,0.014688,1.5218,0.1177,41.18,4.2992,1.0539,2.9593,38.26,37.14,1.3852,4.1607,37.92,0.007804
2009-10-30,2.0752,2.3153,1.3968,1.2804,1.3097,20.46,18.02,2.9795,0.014626,1.5298,0.1181,41.0,4.299,1.0239,2.9411,38.36,37.25,1.3729,4.1795,38.03,0.007822
2009-11-06,2.0746,2.3159,1.3946,1.2734,1.309,20.43,17.99,2.9812,0.01475,1.5378,0.1191,40.92,4.2939,1.0073,2.9475,38.31,37.19,1.3724,4.1773,37.97,0.007807
2009-11-13,2.0652,2.3053,1.389,1.2861,1.317,20.35,17.92,2.9791,0.014761,1.5399,0.1196,41.08,4.3014,1.0188,2.9702,38.18,37.04,1.3669,4.1693,37.82,0.007777
2009-11-20,2.0715,2.3121,1.3894,1.2753,1.3059,20.34,17.93,2.9804,0.014648,1.563,0.1196,40.91,4.2951,1.0132,2.9483,38.16,37.05,1.3695,4.183,37.83,0.007773
2009-11-26,2.0853,2.3052,1.3796,1.2749,1.3157,20.21,17.8,2.9881,0.014669,1.5889,0.1196,40.85,4.2864,1.0015,2.951,37.9,36.78,1.3879,4.1655,37.56,0.007459
2009-12-04,2.0824,2.2872,1.3829,1.277,1.3092,20.25,17.84,2.9901,0.014668,1.5678,0.12,40.88,4.3012,0.999,2.9995,37.98,36.87,1.3822,4.1742,37.65,0.007485
2009-12-11,2.0472,2.2679,1.3904,1.2742,1.3224,20.37,17.94,2.9853,0.014741,1.5681,0.1194,40.89,4.3147,1.0111,3.0151,38.18,37.08,1.3546,4.1949,37.85,0.007526
2009-12-18,2.0152,2.2669,1.4006,1.2447,1.3134,20.51,18.06,2.9892,0.014782,1.5642,0.1192,40.74,4.3293,0.9969,3.0017,38.46,37.34,1.3469,4.2155,38.13,0.00758
2009-12-24,2.0183,2.2494,1.4072,1.2407,1.3419,20.61,18.15,3.0091,0.014849,1.5378,0.1197,41.03,4.3624,0.9928,3.0334,38.64,37.52,1.3552,4.2201,38.31,0.007617
2009-12-31,2.0163,2.2541,1.4034,1.2567,1.3345,20.55,18.1,3.0071,0.014934,1.5194,0.1204,40.97,4.3656,1.0183,3.0406,38.53,37.42,1.3559,4.2094,38.21,0.007601
2010-01-08,2.0012,2.2286,1.3982,1.2801,1.3512,20.48,18.03,3.0572,0.015144,1.4987,0.1235,41.39,4.388,1.0229,3.0505,38.42,37.28,1.352,4.2172,38.06,0.007568
2010-01-15,2.004,2.2676,1.3886,1.2881,1.3541,20.34,17.9,3.0442,0.015102,1.5233,0.1236,41.57,4.3762,1.0259,3.0322,38.15,37.04,1.3575,4.2252,37.8,0.007517
2010-01-22,1.983,2.2767,1.4045,1.2678,1.3376,20.57,18.07,3.0358,0.014965,1.5622,0.122,41.37,4.3933,1.0011,3.0325,38.6,37.45,1.3487,4.2516,38.24,0.007603
2010-01-29,1.9601,2.2677,1.4046,1.2544,1.3163,20.57,18.08,3.0301,0.015002,1.5616,0.1216,41.15,4.3934,0.9902,3.0109,38.63,37.45,1.3356,4.2403,38.24,0.007603
2010-02-05,1.9482,2.2361,1.4203,1.2334,1.3247,20.8,18.28,3.0521,0.015118,1.5838,0.1215,41.27,4.429,0.9804,3.0561,39.01,37.87,1.3227,4.2793,38.67,0.007688
2010-02-12,1.9312,2.2144,1.4124,1.256,1.3434,20.67,18.18,3.0578,0.015082,1.5751,0.1222,41.29,4.4012,0.9851,3.0509,38.8,37.66,1.3183,4.2574,38.45,0.007594
2010-02-19,1.9058,2.1812,1.4135,1.2597,1.3471,20.7,18.2,3.0447,0.015118,1.5406,0.122,41.43,4.4062,0.9841,3.0509,38.83,37.69,1.3005,4.2543,38.48,0.007499
2010-02-26,1.9132,2.1516,1.4087,1.2533,1.3305,20.63,18.15,3.0422,0.015091,1.5765,0.1214,41.4,4.3924,0.9776,3.0511,38.7,37.56,1.3075,4.2591,38.35,0.007381
2010-03-05,1.9053,2.1087,1.4019,1.2626,1.3592,20.53,18.06,3.0626,0.015121,1.5709,0.1228,41.64,4.3916,0.9641,3.0438,38.52,37.38,1.3025,4.2931,38.17,0.007344
2010-03-12,1.9132,2.105,1.3973,1.2798,1.3647,20.47,18.01,3.0747,0.015225,1.5415,0.1235,42.26,4.3994,0.9782,3.0597,38.42,37.26,1.3082,4.2764,38.05,0.007318
2010-03-19,1.9011,2.1273,1.3956,1.2856,1.3752,20.44,17.99,3.0835,0.015294,1.5429,0.1232,42.22,4.3988,0.9974,3.0609,38.34,37.21,1.3195,4.3174,38.0,0.007316
2010-03-26,1.8756,2.0932,1.4065,1.2788,1.3769,20.6,18.12,3.0936,0.015406,1.521,0.1232,42.46,4.4141,0.9927,3.0887,38.64,37.51,1.3137,4.3357,38.29,0.007368
2010-04-01,1.8899,2.126,1.3989,1.2818,1.3801,20.49,18.01,3.1257,0.015415,1.4978,0.124,42.95,4.4075,0.9866,3.0959,38.42,37.3,1.3281,4.3256,38.09,0.007328
2010-04-09,1.8635,2.131,1.3947,1.2946,1.3921,20.44,17.98,3.1394,0.015432,1.4906,0.1248,43.7,4.4194,0.9866,3.1125,38.34,37.19,1.3002,4.3193,37.97,0.007329
2010-04-16,1.8668,2.1266,1.3783,1.2825,1.3728,20.19,17.76,3.0938,0.015297,1.4869,0.1237,42.96,4.3946,0.9798,3.0997,37.91,36.75,1.302,4.2705,37.53,0.007264
2010-04-23,1.8179,2.1095,1.3742,1.2673,1.3708,20.13,17.7,3.085,0.015243,1.4719,0.1238,42.91,4.3841,0.9772,3.0937,37.74,36.64,1.2688,4.2525,37.41,0.007214
2010-04-30,1.8135,2.1003,1.3682,1.2737,1.3633,20.04,17.62,3.0786,0.01519,1.4559,0.1235,42.88,4.3623,0.9928,3.0718,37.58,36.48,1.2638,4.2339,37.25,0.00721
2010-05-07,1.7796,2.0842,1.4005,1.2495,1.3406,20.52,18.01,3.0719,0.015116,1.5097,0.1216,42.72,4.4175,0.9986,3.064,38.47,37.34,1.2581,4.3319,38.13,0.007381
2010-05-14,1.7317,2.0189,1.3812,1.2381,1.3515,20.23,17.75,3.0622,0.015193,1.4891,0.1221,43.29,4.3647,0.9856,3.0896,37.94,36.83,1.2364,4.2709,37.61,0.007266
2010-05-21,1.7773,2.0296,1.4109,1.1685,1.3272,20.66,18.08,2.9857,0.015114,1.5636,0.1181,42.44,4.3892,0.9478,3.0347,38.77,37.62,1.2226,4.3546,38.41,0.007428
2010-05-27,1.7224,2.0305,1.4089,1.165,1.3203,20.63,18.1,3.0009,0.015141,1.5651,0.114,42.56,4.3816,0.9389,3.0289,38.7,37.57,1.2182,4.3264,38.36,0.007419
2010-06-04,1.7089,2.0532,1.4033,1.1834,1.3485,20.55,18.01,3.0085,0.015274,1.5143,0.1171,42.91,4.364,0.959,3.0224,38.54,37.42,1.2158,4.3072,38.21,0.007391
2010-06-11,1.7,2.0662,1.4046,1.189,1.3597,20.56,18.03,3.0051,0.015276,1.5354,0.113,42.85,4.3437,0.9586,3.0223,38.59,37.45,1.2288,4.3285,38.24,0.007402
2010-06-18,1.7228,2.0589,1.3889,1.2088,1.3517,20.34,17.83,3.0105,0.015221,1.5281,0.1152,42.65,4.3202,0.9793,3.0253,38.15,37.03,1.2504,4.2844,37.81,0.007316
2010-06-25,1.7162,2.0811,1.3922,1.2016,1.3353,20.5,17.9,2.9969,0.015358,1.5549,0.1156,42.93,4.3386,0.9822,2.9946,38.25,37.13,1.2639,4.291,37.9,0.00733
2010-07-02,1.7415,2.1114,1.3913,1.18,1.3132,20.54,17.86,2.984,0.015382,1.5801,0.114,43.17,4.3215,0.9651,2.9975,38.22,37.1,1.3103,4.2935,37.88,0.007291
2010-07-09,1.7497,2.0902,1.3792,1.2098,1.3228,20.36,17.72,2.9511,0.015226,1.555,0.1154,43.11,4.3048,0.9807,2.9842,37.88,36.78,1.313,4.2568,37.55,0.007225
